id,item_id,invoice_id,quantity,unit_price,created_at,updated_at
4644,1599,1046,1,52463,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4645,1626,1046,10,84489,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4646,1631,1046,2,75768,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4647,1632,1046,4,26944,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4648,103,1047,4,23940,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4649,104,1047,6,1061,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4650,103,1047,5,23940,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4651,103,1048,3,23940,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4652,103,1048,7,23940,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4653,103,1048,2,23940,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4654,103,1048,1,23940,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4655,104,1048,9,1061,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4656,103,1048,4,23940,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4657,103,1048,7,23940,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4658,847,1049,5,70783,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4659,849,1049,4,35772,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4660,848,1049,1,50051,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4661,2175,1050,8,41529,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4662,2174,1050,10,78808,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4663,2174,1050,2,78808,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4664,2174,1050,5,78808,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4665,2175,1050,10,41529,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4666,2175,1050,8,41529,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4667,2175,1050,3,41529,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4668,2175,1050,3,41529,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4669,950,1051,5,40668,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4670,948,1051,5,32774,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4671,1334,1052,4,1941,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4672,1351,1052,8,77499,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4673,6,1053,4,15925,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4674,1043,1054,7,20231,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4675,1058,1054,2,39024,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4676,1070,1054,8,42140,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4677,1063,1054,3,99954,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4678,1068,1054,3,44316,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4679,1045,1054,1,90989,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4680,1046,1054,2,30241,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4681,1183,1055,8,30141,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4682,1180,1055,5,59960,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4683,1179,1055,5,37328,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4684,1178,1055,9,61208,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4685,1183,1055,5,30141,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4686,1178,1055,6,61208,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4687,1182,1055,6,11137,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4688,1178,1055,8,61208,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4689,297,1056,1,68842,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4690,294,1056,3,83432,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4691,2174,1057,5,78808,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4692,2175,1057,8,41529,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4693,2174,1057,5,78808,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4694,2174,1057,3,78808,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4695,2175,1057,7,41529,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4696,275,1058,6,73399,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4697,485,1059,8,6956,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4698,512,1059,6,37266,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4699,502,1059,1,41379,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4700,505,1059,8,57061,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4701,493,1059,1,15581,2012-03-27 14:54:59 UTC,2012-03-27 14:54:59 UTC
4702,283,1060,10,14797,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4703,281,1060,1,30695,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4704,284,1060,1,14406,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4705,282,1060,1,29921,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4706,281,1060,3,30695,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4707,283,1060,2,14797,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4708,282,1060,5,29921,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4709,283,1060,6,14797,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4710,417,1061,3,46432,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4711,419,1061,9,71487,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4712,418,1061,8,61528,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4713,438,1061,3,62067,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4714,431,1061,7,46337,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4715,432,1061,3,46366,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4716,43,1062,2,45150,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4717,20,1062,6,69338,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4718,1503,1063,8,55098,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4719,1485,1063,7,37437,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4720,1469,1063,5,48789,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4721,1473,1063,2,64093,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4722,1484,1063,8,85281,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4723,1504,1063,1,98556,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4724,451,1064,9,83001,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4725,439,1064,1,7612,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4726,444,1064,2,70995,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4727,445,1064,10,52942,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4728,445,1064,4,52942,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4729,440,1064,9,60014,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4730,453,1064,10,15392,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4731,1103,1065,9,96380,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4732,1102,1065,6,7796,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4733,1102,1065,7,7796,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4734,1104,1065,7,39762,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4735,1104,1065,10,39762,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4736,1105,1065,5,69658,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4737,1105,1065,8,69658,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4738,315,1066,10,91412,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4739,319,1066,5,83906,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4740,317,1066,3,90250,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4741,322,1066,6,43120,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4742,328,1066,8,17605,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4743,317,1066,7,90250,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4744,228,1067,6,65650,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4745,257,1067,7,46367,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4746,231,1067,5,84976,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4747,1978,1068,6,42491,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4748,1978,1068,1,42491,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4749,1976,1068,7,27923,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4750,1975,1068,8,66046,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4751,1975,1068,3,66046,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4752,125,1069,2,65265,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4753,108,1069,9,97356,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4754,119,1069,4,27717,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4755,114,1069,9,60346,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4756,122,1069,1,43170,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4757,1166,1070,7,52445,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4758,1142,1070,9,75895,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4759,1144,1070,8,70424,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4760,1143,1070,4,54878,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4761,466,1071,3,75090,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4762,470,1071,2,97711,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4763,464,1071,3,9545,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4764,463,1071,9,25328,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4765,471,1071,1,11369,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4766,469,1071,3,17195,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4767,476,1071,3,65475,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4768,473,1071,5,83363,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4769,1108,1072,6,94714,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4770,1114,1072,3,94517,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4771,1106,1072,4,98733,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4772,1112,1072,10,5792,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4773,1109,1072,2,81760,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4774,1107,1072,7,50290,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4775,1115,1072,1,25088,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4776,2123,1073,3,58676,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4777,2117,1073,2,19490,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4778,2102,1073,2,64411,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4779,1325,1074,9,64209,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4780,1315,1074,8,27539,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4781,1303,1074,10,6080,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4782,1315,1074,3,27539,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4783,1306,1074,9,98804,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4784,1310,1074,8,30493,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4785,1309,1074,6,69415,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4786,1118,1075,1,28509,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4787,1119,1075,6,94378,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4788,1119,1075,5,94378,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4789,1118,1075,6,28509,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4790,1119,1075,4,94378,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4791,1118,1075,3,28509,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4792,1119,1075,1,94378,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4793,1118,1075,5,28509,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4794,1527,1076,6,38747,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4795,1522,1076,10,48010,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4796,1518,1076,7,53319,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4797,549,1077,8,54471,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4798,1555,1078,1,19865,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4799,1532,1078,2,49793,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4800,1554,1078,2,64981,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4801,1019,1079,3,22532,2012-03-27 14:55:00 UTC,2012-03-27 14:55:00 UTC
4802,214,1080,1,96654,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4803,216,1080,3,72042,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4804,217,1080,5,60333,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4805,215,1080,8,55292,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4806,211,1080,2,7737,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4807,1629,1081,10,20014,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4808,1618,1081,1,94703,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4809,1602,1081,4,52921,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4810,1622,1081,8,42770,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4811,1610,1081,8,21313,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4812,1104,1082,3,39762,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4813,1102,1082,4,7796,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4814,1105,1082,3,69658,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4815,1102,1082,8,7796,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4816,1181,1083,10,45552,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4817,1178,1083,4,61208,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4818,1179,1083,3,37328,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4819,1178,1083,3,61208,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4820,878,1084,9,69605,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4821,852,1084,10,9195,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4822,877,1084,6,17331,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4823,869,1084,7,12441,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4824,862,1084,6,26794,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4825,881,1084,10,43842,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4826,2176,1085,3,82171,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4827,711,1086,7,98005,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4828,728,1086,6,92395,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4829,729,1086,2,46433,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4830,716,1086,5,58960,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4831,704,1086,7,26292,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4832,1550,1087,4,32210,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4833,1517,1087,5,70902,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4834,1530,1087,10,85686,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4835,1541,1087,4,66638,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4836,2274,1088,8,15213,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4837,2260,1088,5,34196,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4838,2253,1088,6,76565,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4839,2264,1088,8,48077,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4840,2265,1088,7,33935,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4841,511,1089,2,59026,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4842,505,1089,2,57061,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4843,497,1089,9,95817,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4844,494,1089,9,75107,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4845,508,1089,5,71583,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4846,502,1089,10,41379,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4847,1979,1090,4,10773,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4848,1979,1090,1,10773,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4849,1980,1090,2,98771,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4850,1980,1090,8,98771,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4851,1928,1091,1,5488,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4852,1924,1091,8,74641,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4853,1923,1091,5,83466,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4854,1927,1091,9,88937,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4855,1925,1091,2,81647,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4856,1925,1091,6,81647,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4857,1923,1091,1,83466,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4858,1863,1092,9,13505,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4859,1469,1093,3,48789,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4860,1508,1094,6,21811,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4861,1482,1094,1,28453,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4862,1466,1094,4,2614,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4863,1503,1094,8,55098,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4864,1504,1094,4,98556,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4865,1490,1094,9,83096,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4866,1484,1094,9,85281,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4867,1223,1095,6,21916,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4868,1228,1095,6,17526,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4869,1226,1095,5,35849,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4870,1223,1095,4,21916,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4871,1229,1095,3,54715,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4872,1227,1095,5,92428,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4873,1003,1096,2,90833,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4874,1010,1096,10,60942,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4875,1009,1096,5,76550,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4876,998,1096,3,25093,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4877,1013,1096,4,98622,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4878,1006,1096,5,91026,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4879,1002,1096,5,87504,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4880,993,1096,6,49574,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4881,2378,1097,2,30870,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4882,2370,1097,4,69525,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4883,2374,1097,8,73486,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4884,2382,1097,7,48168,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4885,2370,1097,3,69525,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4886,2380,1097,7,97907,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4887,2379,1097,3,10438,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4888,2377,1097,8,62912,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4889,2339,1098,10,27374,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4890,2327,1098,6,54136,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4891,2325,1098,2,49125,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4892,2337,1098,8,56486,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4893,2339,1098,5,27374,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4894,2017,1099,10,18802,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4895,2024,1099,6,10897,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4896,1997,1099,7,78427,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4897,5,1100,2,68723,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4898,15,1100,9,42629,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4899,6,1100,1,15925,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4900,1,1100,1,75107,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4901,12,1100,4,39515,2012-03-27 14:55:01 UTC,2012-03-27 14:55:01 UTC
4902,1110,1101,7,45128,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4903,1114,1101,6,94517,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4904,1940,1102,9,6944,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4905,1958,1102,3,55382,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4906,1954,1102,7,43407,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4907,1970,1102,5,70595,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4908,1935,1102,9,15378,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4909,1950,1102,4,35067,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4910,1961,1102,9,94731,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4911,2345,1103,6,88346,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4912,2355,1103,9,6434,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4913,2331,1103,7,46362,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4914,2359,1103,10,98779,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4915,2348,1103,4,39029,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4916,2361,1103,4,55,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4917,2347,1103,7,29163,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4918,2348,1103,8,39029,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4919,1975,1104,3,66046,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4920,1976,1104,3,27923,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4921,1978,1104,7,42491,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4922,1976,1104,6,27923,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4923,1977,1104,9,13832,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4924,1976,1104,3,27923,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4925,1977,1104,8,13832,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4926,1978,1104,3,42491,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4927,105,1105,5,45346,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4928,119,1105,10,27717,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4929,118,1105,7,62090,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4930,120,1105,2,40693,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4931,108,1105,2,97356,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4932,114,1105,5,60346,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4933,1886,1106,1,82879,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4934,1912,1106,10,82498,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4935,1893,1106,8,46464,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
4936,2252,1107,6,46877,2012-03-27 14:55:02 UTC,2012-03-27 14:55:02 UTC
